AA_ELEICAO,NM_MUNICIPIO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,Soma de QT_ELEITOR
2018,MARCO,BIBLIOTECA PÚBLICA PROFA. ZELY RIOS,"AV. PREFEITO GUIDO OSTERNO, S/N",CENTRO-SEDE,152
2018,MARCO,CÂMARA MUNICIPAL DE MARCO,"RUA RIOS, S/N",CENTRO-SEDE,366
2018,MARCO,CAPELA N. SRA. DE FÁTIMA,LOCALIDADE DE CACHOEIRA,ZONA RURAL,54
2018,MARCO,CEI MANOEL CLÓVIS RIOS,"RUA PRES. GEISEL, 209",BAIRRO ALEMAES,1344
2018,MARCO,CEI PINGO DE GENTE,PANACUÍ,DISTRITO DE PANACUI,486
2018,MARCO,CEI ZENAIDE OSTERNO RIOS,TRIANGULO DO MARCO,ZONA RURAL,669
2018,MARCO,CENTRO EDUCAÇÃO SONHO INFANTIL,RUA GOVERNADOR RAUL BARBOSA S/N,BAIRRO COQUEIRINHO,1042
2018,MARCO,CENTRO EDUCACIONAL CENECISTA SAO MANUEL,RUA PARSIFAL BARROSO 375,CENTRO-SEDE,786
2018,MARCO,CRAS JOSE RIBAMAR ROCHA,TRIÂNGULO DE MARCO,LOCALIDADE DE TRIANGULO DO MARCO,723
2018,MARCO,EEEP MONS. WALDIR,"ROD. BR 402, KM 03",LOCALIDADE DE SANTA ROSA II,344
2018,MARCO,EEF BAIXA DO MEIO,LOCALIDADE DE BAIXA DO MEIO,ZONA RURAL,439
2018,MARCO,EEF DE BAIXA DAS CARNAUBAS,LOCALIDADE DE BAIXA DAS CARNAUBAS,ZONA RURAL,207
2018,MARCO,EEF DIAMANTE,LOCALIDADE DE DIAMANTE,ZONA RURAL,245
2018,MARCO,EEF FEIJAO BRAVO,FEIJAO BRAVO,LOCALIDADE DE FEIJAO BRAVO,492
2018,MARCO,EEF FRANCISCO FAUSTINO SILVEIRA,MARACAJA,LOCALIDADE DE MARACAJA,344
2018,MARCO,EEF FRUTUOSO MARQUES DE FREITAS,SANTA ROSA I,LOCALIDADE DE SANTA ROSA I,485
2018,MARCO,EEF GERALDO BASTOS OSTERNO,SOARES,SOARES - POVOADO,298
2018,MARCO,EEF JOAQUIM FERNANDES PONTES,LOCALIDADE DE CANECAO,ZONA RURAL,658
2018,MARCO,EEF JOSE HELVÉCIO,"RUA DEP. NEVES OSTERNO, S/N",BARRO VERMELHO,547
2018,MARCO,EEF JOSE PEDRO DA SILVA,SANTA ROSA II,LOCALIDADE DE SANTA ROSA II,357
2018,MARCO,EEF LAGOA JOAO DE SA,LOCALIDADE LAGOA JOAO DE SA,ZONA RURAL,408
2018,MARCO,EEF MANUEL JAIME NEVES OSTERNO,MOCAMBO,LOCALIDADE DE MOCAMBO,1056
2018,MARCO,EEF MANUEL OSTERNO SILVA,AV DEPUTADO  NEVES OSTERNO S/N,CENTRO-SEDE,965
2018,MARCO,EEF MARIA JULIA NEVES,"RUA RIOS, S/N",CENTRO-SEDE,1089
2018,MARCO,EEF RAIMUNDO ERNESTO FONTELES,LOCALIDADE DE VARJOTA,ZONA RURAL,353
2018,MARCO,EEF SAGRADO CORACAO DE JESUS,RUA PARSIFAL BARROSO,BAIRRO CORACAO DE JESUS,625
2018,MARCO,EEF SAO FRANCISCO,TRIANGULO DO MARCO,LOCALIDADE DE TRIANGULO DO MARCO,681
2018,MARCO,EEF SENADOR VIRGILIO TAVORA,RUA FRANCISCO DOMINGOS S/N,DISTRITO DE PANACUI,487
2018,MARCO,EEF VIRGILIO TAVORA,PASSAGEM DAS PEDRAS,LOCALIDADE DE PASSAGEM DAS PEDRAS,406
2018,MARCO,EEFM RICARDO DE SOUSA NEVES,RUA RIOS 815,CENTRO-SEDE,1699
2018,MARCO,EEM FRANCISCO PORCIANO FERREIRA,MOCAMBO,LOCALIDADE DE MOCAMBO,913
2018,MARCO,PATRONATO MATER DEI,"RUA 7 DE SETEMBRO,S/N - CENTRO",CENTRO-SEDE,738
2018,MARCO,POSTO DE SAÚDE DA FAMÍLIA - JOÃO ARISTON DIAS,LOCALIDADE SÃO GERALDO,ZONA RURAL,219
2018,MARCO,PREFEITURA MUNICIPAL DE MARCO,"AV. PREF. GUIDO OSTERNO, S/N",CENTRO-SEDE,517
2018,MARCO,PSF MARIA JOSÉ NEVES OSTERNO,"RUA PARSIFAL BARROSO, S/N",BAIRRO CORACAO DE JESUS,382
2018,ABAIARA,CRECHE SONHO ENCANTADO DE DEUS,SÍTIO CAMPESTRE,SÍTIO CAMPESTRE,244
2018,ABAIARA,ESCOLA BELARMINO LINS DE MEDEIROS,RUA EXPEDITO OLIVEIRA DAS NEVES 182,CENTRO,1450
2018,ABAIARA,ESCOLA CORONEL ADAUTO BEZERRA,SÍTIO OITIS,SÍTIO OITIS (VILA CAFÉ DA LINHA),114
2018,ABAIARA,ESCOLA CORONEL HUMBERTO BEZERRA,AV JULIO SAMPAIO S/N,DISTRITO SÃO JOSÉ,890
2018,ABAIARA,ESCOLA FRANCISCO ALVES VIANA,SITIO LIVRAMENTO,SÍTIO LIVRAMENTO,199
2018,ABAIARA,ESCOLA MANOEL ANSELMO DA SILVA,SITIO POCINHOS,SÍTIO POCINHOS,216
2018,ABAIARA,ESCOLA MARIA OLIVEIRA SANTOS,SITIO CAMARA,SÍTIO CAMARÁ,687
2018,ABAIARA,ESCOLA PADRE FRANCISCO LUNA GRANGEIRO,SITIO OLHO DAGUA COMPRIDO,SÍTIO OLHO DAGUA COMPRIDO,119
2018,ABAIARA,ESCOLA PADRE JOSE LEITE SAMPAIO,SITIO LOGRADOURO,SÍTIO LOGRADOURO,112
2018,ABAIARA,ESCOLA PINGO DE GENTE,TRIANGULO UNHA DE GATO,TRIANGULO UNHA DE GATO,189
2018,ABAIARA,ESCOLA PRESIDENTE CASTELO BRANCO,SITIO OLHO DAGUA DA PEDRA,SÍTIO OLHO DAGUA DE PEDRA,612
2018,ABAIARA,ESCOLA ROSA TAVARES LEITE,RUA MISAEL ALVES DE MEDEIROS 295,CENTRO,1346
2018,ABAIARA,UNIDADE BÁSICA DE SAÚDE DR SEBASTIÃO CAVALCANTI,RUA EXPEDITO OLIVEIRA DAS NEVES 182,CENTRO,531
2018,ACARAPE,CÂMARA MUNICIPAL DE ACARAPE (ESPECIAL),"RUA JOSE GUILHERME COSTA, N. 44",CENTRO,267
2018,ACARAPE,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS),"RUA CHICO VIEIRA, SN",CENTRO,939
2018,ACARAPE,ESCOLA ANACLETO CARLOS CAVALCANTE,CANTAGALO,CANTAGALO,701
2018,ACARAPE,ESCOLA ANTÔNIO CORREIA DE CASTRO,CARRO ATOLADO,CANTAGALO,548
2018,ACARAPE,ESCOLA ANTÔNIO MARINHEIRO,PAU BRANCO II,PAU BRANCO II,352
2018,ACARAPE,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,1535
2018,ACARAPE,ESCOLA HILDEGARDA CHAGAS BONFIM,POÇO ESCURO I,POÇO ESCURO I,299
2018,ACARAPE,ESCOLA HUMBERTO DE CAMPOS,AMARGOSO,AMARGOSO,200
2018,ACARAPE,ESCOLA JOSÉ BRÍGIDO COSTA,GARAPA II,GARAPA II,185
2018,ACARAPE,ESCOLA JOSÉ NEVES DE CASTRO,"RUA CHICO VIEIRA, SN",CENTRO,1483
2018,ACARAPE,ESCOLA LUIZ MOREIRA FILHO,LAGOA DOS VEADOS,LAGOA DOS VEADOS,183
2018,ACARAPE,ESCOLA MARIA DO CARMO BEZERRA,"RUA SEBASTIAO BEZERRA, SN",CENTRO,1451
2018,ACARAPE,ESCOLA PADRE ANTÔNIO CRISÓSTOMO,"RUA ODMAR DE CASTRO, N. 92",CENTRO,914
2018,ACARAPE,ESCOLA PEDRO PATRÍCIO,TAMANDUÁ,TAMANDUÁ,225
2018,ACARAPE,ESCOLA RAIMUNDO ALVES,RIACHÃO DO NORTE,RIACHÃO DO NORTE,520
2018,ACARAPE,ESCOLA RAIMUNDO ALVES DE SOUSA,MORENOS,MORENOS,307
2018,ACARAPE,PROGRAMA DE ERRADICAÇÃO DO TRABALHO INFANTIL (PETI),BARRO VERMELHO,CANTAGALO,469
2018,ACARAPE,UNIDADE DE SAÚDE DOIS AMIGOS,GARAPA I,GARAPA I,134
2018,ACARAÚ,CEJA -  PADRE ANTONIO TOMAZ,PRACA CORONEL JOSE FILOMENO SN,CENTRO,634
2018,ACARAÚ,ESCOLA ANCELMO JOSÉ DA SILVEIRA,CARRAPATEIRAS,ZONA RURAL,706
2018,ACARAÚ,ESCOLA ANTONIO ALVES DE FREITAS,CERAMICA,ZONA URBANA,92
2018,ACARAÚ,ESCOLA ANTONIO DELFINO,OSTRAS,ZONA RURAL,272
2018,ACARAÚ,ESCOLA ANTONIO FERREIRA SALES,SANTA FE,ZONA RURAL,581
2018,ACARAÚ,ESCOLA ANTONIO INACIO FILHO,OLHOS DAGUA,ZONA RURAL,187
2018,ACARAÚ,ESCOLA ARISTIDES FLORIANO DE OLIVEIRA,CAJUEIRO DO BOI,ZONA RURAL,382
2018,ACARAÚ,ESCOLA CAROLINO LOPES ARAUJO,CELSOLANDIA,ZONA RURAL,1214
2018,ACARAÚ,ESCOLA CORACI SOARES DE SOUSA,LAGOA DO MATO,ZONA RURAL,370
2018,ACARAÚ,ESCOLA DE QUEIMADAS,ALDEIA INDIGENA DE QUEIMADAS,ZONA RURAL,143
2018,ACARAÚ,ESCOLA DEPUTADO JOSÉ FILOMENO,RUA CAPITÃO DIOGO LOPES SN,PAULO VI,1286
2018,ACARAÚ,ESCOLA DIFERENCIADA DE TELHAS,ALDEIA INDIGENA DE TELHAS,ZONA RURAL,139
2018,ACARAÚ,ESCOLA DIOGO DIAS BARROS,TAPUIO,ZONA RURAL,128
2018,ACARAÚ,ESCOLA DONA EULINA MAGALHAES,JOSE MONTEIRO DE MELO 480,SAGUIM,2028
2018,ACARAÚ,ESCOLA DONA EULINA MAGALHAES,MUCUNAN,ZONA RURAL,166
2018,ACARAÚ,ESCOLA EXPEDITO JOSE DE FREITAS,BARRINHA DE BAIXO,ZONA RURAL,569
2018,ACARAÚ,ESCOLA FRANCISCA ISAURA RIOS ROCHA,RUA CAPITAO ANTONIO RAIMUNDO SN,OUTRA BANDA,1185
2018,ACARAÚ,ESCOLA FRANCISCO ALBANO DA SILVEIRA,CORREGO DO TOPE,ZONA RURAL,202
2018,ACARAÚ,ESCOLA FRANCISCO FREITAS ARAUJO,CORREGO DOS IUS,ZONA RURAL,201
2018,ACARAÚ,ESCOLA FRANCISCO JOÃO DE ARAUJO,MEDEIROS,ZONA RURAL,297
2018,ACARAÚ,ESCOLA HERMINIA FRANKLINA DA SILVEIRA,RUA QUINTAS DOS ALBUQUERQUES S/N - JURITIANHA,ZONA RURAL,1312
2018,ACARAÚ,ESCOLA HIGINO SOUSA BRANDÃO,MORADA NOVA,ZONA URBANA,959
2018,ACARAÚ,ESCOLA HUGO MARTINS DOS SANTOS,CE 178 KM 17 - JURITIANHA,ZONA RURAL,1711
2018,ACARAÚ,ESCOLA JOAO DOMINGUES DE SOUSA,ALMECEGAS,ZONA RURAL,639
2018,ACARAÚ,ESCOLA JOAO JAIME F. G. FILHO - LAGOA DA VOLTA,LAGOA DA VOLTA,ZONA RURAL,333
2018,ACARAÚ,ESCOLA JOAO JAIME FERREIRA,MORGADO,ZONA RURAL,278
2018,ACARAÚ,ESCOLA JOAO JAIME FERREIRA GOMES FILHO,CURRAL VELHO DE BAIXO,ZONA RURAL,1576
2018,ACARAÚ,ESCOLA JOAO LOURENCO PEREIRA ROCHA,CASTELHANO,ZONA RURAL,600
2018,ACARAÚ,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,2077
2018,ACARAÚ,ESCOLA JOAQUIM JOSE RODRIGUES,BARRINHA DE CIMA,ZONA RURAL,589
2018,ACARAÚ,ESCOLA JOAQUIM TIAGO DO NASCIMENTO,CORREGO DE ANA VERISSIMO,ZONA RURAL,369
2018,ACARAÚ,ESCOLA JOSE AUGUSTO VASCONCELOS,ILHA DOS COQUEIROS,ZONA RURAL,579
2018,ACARAÚ,ESCOLA LAURA FURTADO DO NASCIMENTO,VOLTA DO RIO,ZONA RURAL,397
2018,ACARAÚ,ESCOLA MANOEL ALBINO FURTADO,TUCUNZEIROS,ZONA RURAL,582
2018,ACARAÚ,ESCOLA MANOEL DANIEL DA SILVEIRA,MIRINDIBA II,ZONA RURAL,436
2018,ACARAÚ,ESCOLA MANOEL DUCA DA SILVEIRA,LAGOA DO CARNEIRO,ZONA RURAL,942
2018,ACARAÚ,ESCOLA MANOEL EDGAR DA SILVEIRA,CAUASSU,ZONA RURAL,1028
2018,ACARAÚ,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ZONA RURAL,1789
2018,ACARAÚ,ESCOLA MARIA JOSÉ RAMOS,CAETITU,ZONA RURAL,343
2018,ACARAÚ,ESCOLA MARIA LEONETE BRANDAO,RUA EDGAR SALES MOURA S/N,SITIO BURITI,1085
2018,ACARAÚ,ESCOLA MARIA NAZARE VIANA,AROEIRA II,ZONA RURAL,646
2018,ACARAÚ,ESCOLA PAULO VERISSIMO DE OLIVEIRA,ILHA DOS RATOS,ZONA RURAL,260
2018,ACARAÚ,ESCOLA PEDRO GUILHERME DA SILVA,CAPÃO,ZONA RURAL,81
2018,ACARAÚ,ESCOLA PROF. FRANCISCA SILVEIRA GOMES,TRAVESSA MARIA FIRMINA - S/N - PEDRINHAS,PEDRINHAS,2250
2018,ACARAÚ,ESCOLA PROF. JOELINA RIBEIRO RAMOS VIANA,RUA NEON SALES SN,BAILARINA,1677
2018,ACARAÚ,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,2084
2018,ACARAÚ,ESCOLA RAIMUNDA DOMINGUES DE OLIVEIRA,ESPRAIADO,ZONA RURAL,725
2018,ACARAÚ,ESCOLA RAIMUNDO BATISTA DE OLIVEIRA,ALTO DA BOA VISTA,ZONA RURAL,303
2018,ACARAÚ,ESCOLA RAIMUNDO ROSA DO NASCIMENTO,PEDRINHAS,ZONA RURAL,359
2018,ACARAÚ,ESCOLA ROQUE LOPES ARAUJO - CAMPOS DA UVA,LAGOA GRANDE,ZONA RURAL,533
2018,ACARAÚ,ESCOLA RUFINA MAGALHAES DE FARIAS,IMBÉ,ZONA RURAL,304
2018,ACARAÚ,ESCOLA SOFIA NUNES DE FREITAS,ALPARGATAS,ZONA RURAL,346
2018,ACARAÚ,ESCOLA TOMAZ POMPEU DE SOUSA BRASIL,RUA JOSE JULIO LOUZADA 550,CENTRO,1821
2018,ACOPIARA,CEJA (CENTRO DE EDUCACAO DE JOVENS E ADULTOS),RUA EDUARDO GURGEL VALENTE S/N,CENTRO,986
2018,ACOPIARA,CENTRO DE DESENVOLVIMENTO INFANTIL MIGUEL GALDINO DE OLIVEIRA - CDI,"AV JOSE MARQUES, 113",CENTRO,693
2018,ACOPIARA,CENTRO DE ESPECIALIDADES MEDICAS,"AV FRANCISCO ALVES, S/N",VILA MOREIRAS,553
2018,ACOPIARA,CENTRO SOCIAL PAROQUIAL DE ACOPIARA,"RUA DOM QUINTINO, SN",CENTRO,832
2018,ACOPIARA,EEF ADONIAS UCHOA DE ALBUQUERQUE,VILA DE ISIDORO,DISTRITO DE ISIDORO,866
2018,ACOPIARA,EEF AMARO BEZERRA,VILA LUNA,LUNA,405
2018,ACOPIARA,EEF ANTONIO ALVES DA SILVA,SITIO PEREIRO,DISTRITO DE SAO PAULO,282
2018,ACOPIARA,EEF ANTONIO FRANCISCO DE SOUSA,CALABACO,DISTRITO SANTA FELICIA,570
2018,ACOPIARA,EEF ANTONIO JOSE DE SOUSA,SITIO BOA ESPERANCA,DISTRITO DE SANTO ANTONIO,193
2018,ACOPIARA,EEF AUGUSTINHO BEZERRA,SITIO CUTIA,DISTRITO DE SANTO ANTONIO,419
2018,ACOPIARA,EEF CASTRO ALVES,SITIO SOLIDAO,SOLIDAO,375
2018,ACOPIARA,EEF DR. HUGO DE GOUVEIA SOARES,"RUA JOSE PAULINO, SN",CENTRO,744
2018,ACOPIARA,EEF EZEQUIEL FERREIRA LIMA,SITIO SANTA LUZIA,DISTRITO DE SANTO ANTONIO,419
2018,ACOPIARA,EEF FRANCISCO CANDIDO DE OLIVEIRA,SITIO JOAO BENTO,DISTRITO SANTA FELICIA,103
2018,ACOPIARA,EEF FRANCISCO DE ASSIS SILVA CASTRO,SITIO PATRIMONIO,DISTRITO SANTA FELICIA,159
2018,ACOPIARA,EEF FRANCISCO UCHOA DE ALBUQUERQUE,ANTONIO MOREIRA SN,VILA ESPERANCA,1931
2018,ACOPIARA,EEF JOAO ANTONIO DE ARAUJO,SITIO RIACHO ESCURO,TRUSSU,234
2018,ACOPIARA,EEF JOAO MOREIRA DE BARROS,"RUA 21 DE ABRIL, SN",VILA MOREIRAS I,1318
2018,ACOPIARA,EEF JOAQUIM AMARO DA SILVA,SITIO SAO JOAO,DISTRITO SANTA FELICIA,378
2018,ACOPIARA,EEF JOAQUIM LIMA DA SILVA,SITIO PAUS BRANCO,DISTRITO DE SANTO ANTONIO,293
2018,ACOPIARA,EEF JOSE ADONIAS GURGEL DE ALBUQUERQUE,RUA JOAO PAULO II,CENTRO,877
2018,ACOPIARA,EEF JOSE ALVES DO NASCIMENTO,VILA DE SANTO ANTONIO,DISTRITO DE SANTO ANTONIO,975
2018,ACOPIARA,EEF JOSE EVANGELISTA DE LIMA,SITIO JUREMA,SEDE,324
2018,ACOPIARA,EEF JOSE GOMES,SITIO EXTREMA,BARRA DO INGA,192
2018,ACOPIARA,EEF JOSE GONCALVES DE OLIVEIRA,SITIO RETIRO,SOLIDAO,203
2018,ACOPIARA,EEF JOSE LEANDRO CORREIA,SITIO ESCURO,SEDE,699
2018,ACOPIARA,EEF JOSE MATIAS FILHO,SITIO PITOMBEIRA,SEDE,319
2018,ACOPIARA,EEF JOSE PAULINO DE ARAUJO,SITIO TIPIS,DISTRITO DE ISIDORO,309
2018,ACOPIARA,EEF JULIA BARRETO,SITIO PEDRA BRANCA,TRUSSU,17
2018,ACOPIARA,EEF JULIA BARRETO,SITIO TRAVESSAO,TRUSSU,82
2018,ACOPIARA,EEF JUVENAL JOSE MULATO,SITIO TRANSUAL,QUINCOE,248
2018,ACOPIARA,EEF LINDALVA DE MORAIS PINHO,SITIO CAMBITOS,SEDE,281
2018,ACOPIARA,EEF LUIZ RODRIGUES DA SILVA,SITIO MUQUEM,SEDE,293
2018,ACOPIARA,EEF LUZIA DA SILVA LEAL,SITIO LAGOA DOS LEAL,DISTRITO DE SAO PAULO,345
2018,ACOPIARA,EEF MANOEL BENTO FERREIRA,SITIO JATOBA,DISTRITO SANTA FELICIA,220
2018,ACOPIARA,EEF MANOEL DA SILVA LEAL,RUA RAIMUNDO MARIANO,DISTRITO DE SAO PAULO,951
2018,ACOPIARA,EEF MANOEL JOAQUIM DE MELO,SITIO BULANDEIRA,DISTRITO DE ISIDORO,333
2018,ACOPIARA,EEF MANOEL PEDRO DE CARVALHO,SITIO CAJAZEIRAS,SOLIDAO,145
2018,ACOPIARA,EEF MANOEL QUARESMA DOS ANJOS,RUA REINALDO SN,VILA MOREIRAS II,855
2018,ACOPIARA,EEF MANOEL VIEIRA DA SILVA,SITIO ACUDINHO,BARRA DO INGA,216
2018,ACOPIARA,EEF MANOEL VIEIRA PINHEIRO,SITIO LINO,SOLIDAO,150
2018,ACOPIARA,EEF MARIA ADELINA DE OLIVEIRA,SITIO LOGRADOURO,TRUSSU,406
2018,ACOPIARA,EEF MARIA DAS GRACAS DE ARAUJO,SITIO SANTA FELICIA,DISTRITO SANTA FELICIA,242
2018,ACOPIARA,EEF MONSENHOR FRANCISCO DE ASSIS COUTO,VILA DE EBROM,DISTRITO DE EBROM,281
2018,ACOPIARA,EEF NOE ALVES FEITOSA,SITIO CACIMBAS,TRUSSU,366
2018,ACOPIARA,EEF PE CRISARES SAMPAIO COUTO,SITIO BARRA DO INGA,BARRA DO INGA,944
2018,ACOPIARA,EEF PE JOAO ANTONIO,"AV PAULINO FELIX, 214",CENTRO,1580
2018,ACOPIARA,EEF PEDRO GOMES DE ALMEIDA,SITIO OITICICA DE UMARI,DISTRITO SANTA FELICIA,428
2018,ACOPIARA,EEF PEDRO JOSE DA SILVA,SITIO BOTELHA,QUINCOE,195
2018,ACOPIARA,EEF PEDRO JOSE DE QUEIROZ,SITIO MONTE BELO,LUNA,270
2018,ACOPIARA,EEF PEDRO MARTINS DE OLIVEIRA,SITIO AREIAS,LUNA,222
2018,ACOPIARA,EEF PEDRO PEREIRA DE ARAUJO,SITIO MADEIRA CORTADA,DISTRITO SANTA FELICIA,169
2018,ACOPIARA,EEF RAIMUNDO MARIANO,RUA JOSE RODRIGUES,DISTRITO DE SAO PAULO,666
2018,ACOPIARA,EEF SAO CAMILO,SITIO CHAPADA,TRUSSU,93
2018,ACOPIARA,EEF SAO JOSE,SITIO BELA VISTA,DISTRITO DE EBROM,230
2018,ACOPIARA,EEF SAO SEBASTIAO,VILA CAIXA,QUINCOE,314
2018,ACOPIARA,EEF SATIRO FLORENTINO TEIXEIRA,SITIO CAATINGA DA SERRA,DISTRITO DE SAO PAULO,234
2018,ACOPIARA,EEF SEBASTIAO MANDU DE LIMA,SITIO CATINGUEIRA,DISTRITO SANTA FELICIA,342
2018,ACOPIARA,EEF SERAFIM DE SOUZA LIMA,VILA AROEIRA,SEDE,535
2018,ACOPIARA,EEF SERRA NOVA,SITIO SERRA NOVA,TRUSSU,330
2018,ACOPIARA,EEF UMBELINO ROQUE,SITIO FORTUNA,QUINCOE,388
2018,ACOPIARA,EEF VICENTE JOAO DA SILVA,SITIO TAQUARI,DISTRITO DE EBROM,305
2018,ACOPIARA,EEFM MANOEL RODRIGUES DE CARVALHO,RUA NOSSA SENHORA APARECIDA - VILA DE UMARI,DISTRITO SANTA FELICIA,1067
2018,ACOPIARA,EEFM SOLON GUEDES CAVALCANTE,VILA DE TRUSSU,TRUSSU,2119
2018,ACOPIARA,EEM ALFREDO NUNES DE MELO,"RUA EMILIA DE LIMA PINHO, SN",CENTRO,1369
2018,ACOPIARA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ( IFCE)",VILA AROEIRA,SEDE,507
2018,ACOPIARA,LICEU DE ACOPIARA - DEP.FCO.ALVES SOBRINHO,"RUA VICENTE CARLOS PINHEIRO,101",CENTRO,2542
2018,ACOPIARA,POSTO DE SAÚDE JOAQUIM FERREIRA LIMA,SITIO GUARIBAS,SOLIDAO,289
2018,ACOPIARA,SECRETARIA DE ASSISTENCIA E PROMOCAO SOCIAL,RUA JOSE PAULINO SN,CENTRO,649
2018,ACOPIARA,SECRETARIA DE EDUCACAO E DESPORTO,"RUA 24 DE MAIO, SN",CENTRO,178
2018,ACOPIARA,SINDICATO DOS TRABALHADORES RURAIS,"RUA MARECHAL DEODORO, SN",CENTRO,682
2018,ACOPIARA,UNIDADE BÁSICA DE SAÚDE DR. GENTIL DOMINGUES,RUA EMIDIO ALVES DE ALMEIDA S/N,CENTRO,388
2018,AIUABA,CRECHE NOSSA SENHORA DA CONCEIÇÃO,ASSENTAMENTO BARAUNA FERRADA - BOM NOME,ASSENTAMENTO BARAUNA FERRADA,140
2018,AIUABA,EEF JOAQUIM SOUSA FEITOSA,SITIO OITICICA,OITICICA,75
2018,AIUABA,EEF REJANE LIBORIO FEITOSA,ASSENTAMENTO LINDEZA - BOM NOME,ASSENTAMENTO DA LINDEZA,153
2018,AIUABA,EEM JOSÉ FERREIRA BARBOSA,RUA 7 DE SETEMBRO S/N,CENTRO,1745
2018,AIUABA,ESCOLA DE PRIMEIRO GRAU JOSE CUSTODIO BIZARRIA,SITIO LAGOA DOS VIEIRAS SN,LAGOA DOS VIEIRAS,221
2018,AIUABA,ESCOLA JOSE URBANO DE ARAUJO,SITIO BAIXA PINTADA SN,BAIXA PINTADA,254
2018,AIUABA,ESCOLA PADRE PEDRO JOSE,RUA ARMANDO ARRAES FEITOSA 30,CENTRO,2127
2018,AIUABA,GRUPO ESCOLAR ARMANDO ARRAES FEITOSA,POVOADO DE BARRA VERDE SN,BARRA VERDE,552
2018,AIUABA,GRUPO ESCOLAR EDMUNDO BRAGA,RUA BENTO HERCULES SN,SAO NICOLAU,1272
2018,AIUABA,GRUPO ESCOLAR EXPEDITA FREIRE DA SILVA,SUMARÉ,SUMARÉ,218
2018,AIUABA,GRUPO ESCOLAR GUSTAVO DE CASTRO ALENCAR,POVOADO DE FAZENDA NOVA SN,FAZENDA NOVA,408
2018,AIUABA,GRUPO ESCOLAR JOSE ALVES DE OLIVEIRA,RUA DUQUE DE CAXIAS SN,BOM NOME,1336
2018,AIUABA,GRUPO ESCOLAR MANOEL ALVES,SITIO ARARAS SN,ARARAS,183
2018,AIUABA,GRUPO ESCOLAR OTONIO ANDRADE,"RUA MARIA PASTORA DE ANDRADE, S/N",BELA VISTA,289
2018,AIUABA,GRUPO ESCOLAR PADRE ALOISIO KLUR,SITIO MULUNGU,SITIO MULUNGU,249
2018,AIUABA,GRUPO ESCOLAR PAES DE ANDRADE,"RUA FRANCISCO JOSE DOS SANTOS, 14",BARRA,1497
2018,AIUABA,GRUPO ESCOLAR VENTURA ALVES DE LIMA,POVOADO DE CEDRO SN,CEDRO,647
2018,ALCÂNTARAS,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,PRACA GREGORIO CUNHA S/N,BELA VISTA,922
2018,ALCÂNTARAS,EEF INOCÊNCIA ALCÂNTARA FREIRE,RUA MONSENHOR FURTADO SN,BELA VISTA,2866
2018,ALCÂNTARAS,EEFI FRANCISCO REINALDO DE MARIA,VENTURA,VENTURA,523
2018,ALCÂNTARAS,EEFI GREGORIO CUNHA FREIRE,RUA ANTONINO CUNHA S/N,CENTRO,861
2018,ALCÂNTARAS,EEFI JOSE DAVID PORTELA,SITIO SILVA,SITIO SILVA,566
2018,ALCÂNTARAS,EEFI JOSE NAPOLEAO XIMENES,POVOADO DE ROSAPOLES,DISTRITO DE ROSÁPOLES,365
2018,ALCÂNTARAS,EEFI MARIA DOS SANTOS MOREIRA,SÍTIO SANTA BÁRBARA,SÍTIO SANTA BÁRBARA,310
2018,ALCÂNTARAS,EEFI MONSENHOR JOSÉ FURTADO,SÍTIO CAJUEIRO,SÍTIO ALEGRE,461
2018,ALCÂNTARAS,EEFI PEROLINA FERNANDES ALBUQUERQUE,POVOADO DE CARMOLANDIA,CARMOLANDIA,885
2018,ALCÂNTARAS,EEFI PEROLINA FERNANDES ALBUQUERQUE,SÍTIO FIDALGO,SÍTIO FIDALGO,21
2018,ALCÂNTARAS,EEM FRANCISCO DE ALMEIDA MONTE,RUA FRANCISCO CUNHA S/N,SAO JOSE,771
2018,ALCÂNTARAS,SECRETARIA MUNICIPAL DE EDUCACAO DE ALCÂNTARAS,"RUA FRANCISCO CUNHA FREIRE, SN",SAO JOSE,390
2018,ALTANEIRA,BIBLIOTECA SEMENTE DAS LETRAS,SITIO TABOQUINHA,TABOQUINHA,191
2018,ALTANEIRA,CENTRO CULTURAL,SERRA DO VALERIO,SERRA DO VALERIO,370
2018,ALTANEIRA,EEFM SANTA TEREZA,RUA JOAQUIM ALVES BITU SN,CENTRO,1210
2018,ALTANEIRA,EMEF 18 DE DEZEMBRO,"RUA JOSE PIO DE OLIVEIRA, SN",CENTRO,1771
2018,ALTANEIRA,EMEF JOAQUIM DE MORAIS,SITIO SAO ROMAO,SAO ROMAO,671
