AA_ELEICAO,NM_MUNICIPIO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,Soma de QT_ELEITOR
2022,PACAJUS,EEF ARTUR BANDEIRA,"RUA PROJETADA, S/N",ALTO DA BOA VISTA,977
2022,PACAJUS,EEF AURILO BEZERRA PEREIRA,RUA CÔNEGO EDUARDO ARARIPE S/N,CUMARU,659
2022,PACAJUS,EEF DANILO COSTA MENEZES,RUA OSVALDO FREITAS NUNES 133,PEDRA BRANCA,1240
2022,PACAJUS,EEF ESAU NOGUEIRA DE QUEIROZ,AV HERCILIA LOPES DE MENEZES SN,COAÇU,1143
2022,PACAJUS,EEF FRANCISCO COSME DA SILVA,UMARI,UMARI DO MEIO,589
2022,PACAJUS,EEF FRANCISCO DA SILVA FILHO,RUA MARIA AMÉLIA DA SILVA 13,BANGUE II,742
2022,PACAJUS,EEF FRANCISCO LOPES DA CRUZ,LOCALIDADE GENIPAPO,GENIPAPO,56
2022,PACAJUS,EEF JOAO DE CASTRO E SILVA,RUA SEBASTIÃO PEDRO DA SILVA S/N,VILA DA MATA,1533
2022,PACAJUS,EEF JOÃO RONALDO MATIAS,"RUA MARIA IDENIA LOPES DO NASCIMENTO, 105 - ÁREA VERDE",CROATA II,1812
2022,PACAJUS,EEF JOAQUIM AMÂNCIO BEZERRA,"AV. DUCA PEDRO, S/N",MANGABEIRA,1661
2022,PACAJUS,EEF JOAQUIM AMANCIO BEZERRA - ANEXO,CHORÓ SÃO PAULO,CHORO - SAO PAULO,3
2022,PACAJUS,EEF JOSÉ AUGUSTO CARVALHO,RUA EDMAR BEZERRA DO NASCIMENTO,PLANALTO DEDE GAMA,279
2022,PACAJUS,EEF JOSE ELTON DE LIMA,PASCOAL,PASCOAL,851
2022,PACAJUS,EEF JOSE GERALDO FILHO,FORMOSO,FORMOSO,626
2022,PACAJUS,EEF LIMOEIRO,LOCALIDADE LIMOEIRO,LIMOEIRO,479
2022,PACAJUS,EEF LUIZ FRANCISCO DE ASSIS,LAGAMAR,LAGAMAR,1
2022,PACAJUS,EEF MARIA DO CARMO DE SOUSA LOPES (GRUPO ESCOLAR),CAVALARIA,CAVALARIA,876
2022,PACAJUS,EEF MARIA VALCIRA NUNES NOGUEIRA,AV TEREZINHA LOPES MARTINS 34,CONJUNTO COHAB,952
2022,PACAJUS,EEF MIGUEL RODRIGUES DOS SANTOS,CURIMATÃ,CURIMATÃ,435
2022,PACAJUS,EEF NELI GAMA (ANT. RAIMUNDO AGOSTINHO),BASE,BASE,369
2022,PACAJUS,EEF PROFA EDITE NOGUEIRA DA COSTA (ANT CEI PARAISO DA CRIANÇA),RUA PROJETADA S/N,PAJEU,1153
2022,PACAJUS,EEF PROFA HERMÍNIA MENDONCA DE QUEIROZ,"RUA NAIDE COSTA MENEZES, SN",ALDEIA,1582
2022,PACAJUS,EEF RAIMUNDO NOGUEIRA DE QUEIROZ,"RUA JOÃO AUGUSTO DE OLIVEIRA, 103",COAÇU,1472
2022,PACAJUS,EEF RAIMUNDO SOTERO DE MOURA,AV EXPEDITO CHAVES CAVALCANTE 2951,BANGUE I,1364
2022,PACAJUS,EEF SEN VIRGILIO DE MORAIS FERNANDES TAVORA,RUA MONTEMOR SN,CRUZ DAS ALMAS,2075
2022,PACAJUS,EEF SENADOR CARLOS JEREISSATI,TUCUM,TUCUM,703
2022,PACAJUS,EEF VEREADOR JOAQUIM NOGUEIRA LOPES,CONJUNTO LAGOA SECA,LAGOA SECA,1539
2022,PACAJUS,EEF VEREADOR JOAQUIM TAVARES BRAGA,LOCALIDADE DOM BOSCO,DOM BOSCO,122
2022,PACAJUS,EEFM NUNES MORAES (SEDE 2),"RUA DOS EXPEDICIONÁRIOS, 495 - CENTRO",CENTRO,1137
2022,PACAJUS,EEFM PADRE CORIOLANO (REUNIDA),RUA TENENTE JOAQUIM NOGUEIRA 51,CENTRO,2237
2022,PACAJUS,EEM DIONE MARIA BEZERRA PESSOA,AV. JOSE LOPES DE MESQUITA,CONJUNTO COHAB,1798
2022,PACAJUS,EMATERCE,RUA CORONEL CICERO NOGUEIRA DE QUEIROZ 335,CENTRO,658
2022,PACAJUS,ESCOLINHA INFANTIL RECANTO FELIZ,RUA JOAQUIM NOGUEIRA LOPES 932 - CENTRO,CENTRO,738
2022,PACAJUS,INSTITUTO EDUCACIONAL ESSÊNCIA,"RUA MAMEDE NOGUEIRA, 814",CENTRO,1220
2022,PACAJUS,INSTITUTO POLITÉCNICO DE EDUCAÇÃO PROFISSIONAL DO CEARÁ,"AVENIDA LUCIO JOSÉ DE MENEZES, 885",CROATA II,288
2022,PACAJUS,POSTO DE BENEFICIO DO INSS,RUA GUARANY 806,CENTRO,325
2022,PACAJUS,SECRETARIA DE EDUCAÇÃO,RUA TABELIÃO JOSÉ GAMA FILHO,BURITI,914
2022,PACAJUS,SECRETARIA DE SAÚDE,"RUA TENENTE JOAQUIM NOGUEIRA LOPES, 108",CENTRO,680
2022,PACAJUS,SECRETARIA DE TRABALHO E DESENVOLVIMENTO SOCIAL - STDS,"AV. LUCIO JOSÉ DE MENEZES, 1254",CROATA I,840
2022,PACAJUS,SINDICATO DOS TRABALHADORES RURAIS DE PACAJUS,RUA TABELIAO JOSE GAMA FILHO SN - CENTRO,CENTRO,496
2022,PACATUBA,C.E.I. JOSE RODRIGUES,"TRAVAESSA MARIA DAS DORES, S/N",CONJUNTO JEREISSATI II,83
2022,PACATUBA,C.E.I. MARIA JOSE NOBRE,"RUA 20, S/N",VILA DAS FLORES,170
2022,PACATUBA,C.E.I. SENADOR CARLOS JEREISSATI,"AVENIDA XV, 477",CONJUNTO JEREISSATI II,281
2022,PACATUBA,CENTRO COMUNITÁRIO,"RUA CAPITÃO MANUEL PONTES DE MEDEIROS, PARQUE ARATANHA",SAO JOSE,1575
2022,PACATUBA,CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA,RUA CLOVIS DE CASTRO PEREIRA 235,PAVUNA,3081
2022,PACATUBA,DEPARTAMENTO MUNICIPAL DE EDUCACAO,"RUA CORONEL JOSE LIBANIO, 23",CENTRO,691
2022,PACATUBA,E.E.I.E.F OS HERÓIS DO TIMBÓ,"RUA ARAÚJO E SILVA, 25, VELHO TIMBO",PAVUNA,272
2022,PACATUBA,EEEP PROFª LUISA DE TEODORO VIEIRA,AV. XXV S/N,CONJUNTO JEREISSATI II,2418
2022,PACATUBA,EEF ANGELA COSTA CAMPOS,AV. XXV - SETOR H,CONJUNTO JEREISSATI II,1545
2022,PACATUBA,EEF MARIA DE SA RORIZ,RODOVIA CE 060 KM 15,MONGUBA,1042
2022,PACATUBA,EEIEF ANA ALBUQUERQUE,AVENIDA XVIII SETOR F S/N,CONJUNTO JEREISSATI II,2424
2022,PACATUBA,EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES,RUA JOSE FRANKLIN S/N,ALTO SAO JOAO,2635
2022,PACATUBA,EEIEF FIRMINO DE ABREU,"RUA DA IGREJA, 299, DISTRITO ALTO FECHADO",ÁREA RURAL DE PACATUBA,773
2022,PACATUBA,EEIEF GELIA DA SILVA CORREIA,AV. JOSE GUILHERME 1055,PAVUNA,1647
2022,PACATUBA,EEIEF JARDIM BOM RETIRO,AV. ARARUNA 3635 - BOM RETIRO,MACACOS,659
2022,PACATUBA,EEIEF JOAO PAULO SAMPAIO DE MENEZES,"RUA 74 SETOR G, 900",CONJUNTO JEREISSATI II,3758
2022,PACATUBA,EEIEF JOSE BATISTA DE OLIVEIRA,"AV XXIII, S/N",CONJUNTO JEREISSATI II,2058
2022,PACATUBA,EEIEF MAJOR MANOEL ASSIS NEPOMUCENO,MONGUBA,MONGUBA,1638
2022,PACATUBA,EEIEF MANOEL ROSENDO FREIRE,"RUA 17, 11",VILA DAS FLORES,2773
2022,PACATUBA,EEIEF NELLY DE LIMA E MELO,"RUA 02, 250",CONJUNTO JEREISSATI III,3026
2022,PACATUBA,EEIEF PEDRO DE SA RORIZ,"RUA ZULEIDA DE SA RORIZ, 18",PAVUNA,1487
2022,PACATUBA,EEIF VICENTE FERRER DE LIMA,"AV EDSON QUEIROZ, 1952",SAO LUIZ,1090
2022,PACATUBA,EEM CASSIMIRO LEITE DE OLIVEIRA,"RUA SERGIO PROTASIO DA SILVA, 44",SAO JOSE,1618
2022,PACATUBA,EEM CRISPIANA DE ALBUQUERQUE,"RUA RAIMUNDO SIQUEIRA,1819",CENTRO,2452
2022,PACATUBA,ESCOLA ANEXO JARDIM BOM RETIRO,"RUA JOAQUIM FLORENCIO BARROS, 40",NOVA PACATUBA,446
2022,PACATUBA,ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR,AV. 26 S/N,CONJUNTO JEREISSATI II,2773
2022,PACATUBA,ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO,AV. XV SETOR F,CONJUNTO JEREISSATI II,2771
2022,PACATUBA,ESCOLA DE 1 GRAU MANOEL PONTES DE MEDEIROS,"RUA JOSE SOARES DE ALBUQUERQUE, 246",SAO BENTO,1041
2022,PACATUBA,ESCOLA DE 1 GRAU MARIA GUIOMAR BASTOS CAVALCANTE,"RUA TOPAZIO, 331, VELHO TIMBO",PAVUNA,2529
2022,PACATUBA,ESCOLA JOANA VASCONCELOS DE OLIVEIRA,"RUA CAP. MANOEL MEDEIROS, 745",SAO JOSE,624
2022,PACATUBA,ITA ARA ESCOLA INDIGENA,RODOVIA DR. MENDEL STEINBRUCH 7240,MONGUBA,322
2022,PACATUBA,PROJETO ABC-PACATUBA,"RUA FRANCISCO LOPES SOBRINHO, 1619",ALTO SAO JOAO,1732
2022,PACATUBA,SINDICATO DOS TRABALHADORES RURAIS DE PACATUBA,RUA CORONEL JOAO CARLOS S/N,CENTRO,217
2022,PACOTI,CRECHE CAMINHOS DO SABER (COLINA),DISTRITO DE COLINA,COLINA-DISTRITO,189
2022,PACOTI,CRECHE CARINHA DE ANJO (GERMINAL),SITIO SANTO ANTONIO-GERMINAL,GERMINAL,298
2022,PACOTI,CRECHE ESPACO INFANTIL (MACAPA),SITIO MACAPA,MACAPÁ,328
2022,PACOTI,CRECHE ESTRELINHA DOURADA (PQ SAO JOSE),PARQUE SAO JOSE,PARQUE SAO JOSE-SITIO,156
2022,PACOTI,CRECHE GENTE INOCENTE (AREIAS),SITIO AREIAS,SITIO AREIAS,359
2022,PACOTI,CRECHE REINO DA FANTASIA (FATIMA),DISTRITO DE FATIMA,FATIMA-DISTRITO,384
2022,PACOTI,CRECHE VOVÓ LOURDES (SÍTIO OURO),SITIO OURO,OURO-SITIO,502
2022,PACOTI,EEFM ESCOLA MENEZES PIMENTEL,RUA DUARTE HOLANDA 573,CENTRO-SEDE,940
2022,PACOTI,EMEF ENEAS HORTENCIO DA SILVEIRA,RUA JOAO HIPOLITO,CENTRO-SEDE,378
2022,PACOTI,EMEF FERNANDO MOREIRA SALES (SANTANA),DISTRITO DE SANTANA,SANTANA-DISTRITO,407
2022,PACOTI,EMEF MARIA VIDAL MARQUES (BONFIM),POVOADO DO BONFIM,BONFIM-SITIO,436
2022,PACOTI,EMEF ROSA MAIA REBOUCAS (VOLTA DO RIO),SITIO VOLTA DO RIO,VOLTA DO RIO,532
2022,PACOTI,EMEF SANTO ANTONIO (ROLADOR),SITIO ROLADOR,ROLADOR,401
2022,PACOTI,EMEF SAO LUIS,RUA PADRE QUILIANO 72,CENTRO-SEDE,1629
2022,PACOTI,EMEF SÃO SEBASTIAO (BOA HORA),SITIO BOA HORA,SITIO BOA HORA,224
2022,PACOTI,ESCOLA MUNICIPAL FRANCISCO ALVES BARBOSA (OITICICA),SITIO OITICICA,OITICICA,390
2022,PACOTI,INSTITUTO MARIA IMACULADA,RUA IRMA FERRAZ 518,CENTRO-SEDE,1587
2022,PACOTI,PSF CAITITU DE BAIXO (CAITITU),SITIO CAITITU DE BAIXO,CAITITU-SITIO,303
2022,PACOTI,PSF DA TIMBAÚBA (TIMBAUBA),TIMBAUBA,TIMBAÚBA,203
2022,PACOTI,PSF DE CAITITU DE CIMA (CAITITU),SITIO CAITITU DE CIMA,CAITITU-SITIO,197
2022,PACOTI,PSF DE GAMELEIRA,SITIO GAMELEIRA,GAMELEIRA,265
2022,PACOTI,PSF DE SERRA VERDE (SERRA VERDE),SERRA VERDE,SERRA VERDE DOS DELFINOS,130
2022,PACOTI,PSF SANTA MARIA (SANTA MARIA),SITIO SANTA MARIA,SANTA MARIA-SITIO,125
2022,PACUJÁ,E.E.F. ACHILLES BARRETO,SÍTIO ZIPÚ,ZIPU,258
2022,PACUJÁ,E.E.F. SAO JOAO BATISTA,"RUA VEREADOR LUÍS MANÇO MAGALHÃES, S/N",CENTRO,1715
2022,PACUJÁ,E.E.F. VICENTE ALVES DE SOUSA FILHO,SÍTIO MILHÃS,milhãs,244
2022,PACUJÁ,E.E.I FRANCISCO JOAQUIM CORDEIRO,BATOQUE,BATOQUE,96
2022,PACUJÁ,E.E.I.F. CORIOLANO ALVES DE BRITO,"AV. CORIOLANO ALVES DE BRITO, S/N",CENTRO,1502
2022,PACUJÁ,E.E.I.F. VALFRIDO SALMITO DE ALMEIDA,"SÍTIO BOM GOSTO, S/N",BOM GOSTO,471
2022,PACUJÁ,E.E.M. PLACIDO ADERALDO CASTELO,"RUA 22 DE SETEMBRO, SN",CENTRO,2112
2022,PALHANO,CENTRO DE EDUCACAO INFANTIL,"RUA POSSIDÔNIO BARRETO, 293",CENTRO,503
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL FRANCISCO DOMINGOS DA SILVA,FEIJAO BRAVO,FEIJAO BRAVO,285
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL JOSE NUNES SOBRINHO,LAGOA DA BARBADA,LAGOA DA BARBADA,369
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL JOSEFA MARIA DA NATIVIDADE,LAGOA DA TELHA,LAGOA DA TELHA,276
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL LUCIANO BARROS CARNEIRO,FEIJAO MANSO,FEIJAO MANSO,179
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL MATEUS SOBRINHO,RUA POSSIDONIO BARRETO 430,CENTRO,1289
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL MATEUS SOBRINHO - ANEXO,LAGOA DA JUREMA,LAGOA DA JUREMA,303
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL PEDRO SILVESTRE,CEDRO DO SANTANA,CEDRO DO SANTANA,213
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL RAIMUNDO NOGUEIRA BARROS,SÃO JOSÉ,SAO JOSE,1233
2022,PALHANO,ESCOLA DE ENSINO FUNDAMENTAL SANTA LUZIA,LUZILÂNDIA,LUZILANDIA,345
2022,PALHANO,ESCOLA DE ENSINO MEDIO JOSE FRANCISCO DE MOURA,AVENIDA POSSIDONIO BARRETO 459,CENTRO,2721
2022,PALHANO,UBS JOÃO MATEUS DOS SANTOS NETO,CANTO DA CRUZ,SEDE,481
2022,PALHANO,UNIDADE BÁSICA DE SAÚDE DE LAGOA CERCADA,LAGOA CERCADA,LAGOA CERCADA,220
2022,PALHANO,UNIDADE BÁSICA DE SAÚDE DE PEDRA BRANCA MARIA SINHÁ DA SILVA,PEDRA BRANCA,PEDRA BRANCA,233
2022,PALHANO,UNIDADE BÁSICA DE SAÚDE DO SITIO ALMAS,ALMAS,ALMAS,263
2022,PALMÁCIA,CERU PREFEITA FELISMINA CAMPELO MACAMBIRA,GADO DOS FERROS,GADO DOS FERROS,643
2022,PALMÁCIA,CRAS PALMÁCIA,"RUA FRANCISCO DE QUEIROZ, S/N",CENTRO,1440
2022,PALMÁCIA,EEEP MARIA GISELDA COELHO TEIXEIRA,BASÍLIO,BASÍLIO,1166
2022,PALMÁCIA,EEF ANTONIO VIEIRA,GADO DOS RODRIGUES,GADO DOS RODRIGUES,319
2022,PALMÁCIA,EEF ISAURA AMELIA PEREIRA,CE 065 KM 18,BU,352
2022,PALMÁCIA,EEF JOSE ILDEFONSO CAMPOS,"RUA FRANCISCO DE QUEIROZ, 2500",CENTRO,818
2022,PALMÁCIA,EEFM MARIA AMELIA PERDIGÃO SAMPAIO,RUA FRANCISCO DE QUEIROZ  632,CENTRO,2270
2022,PALMÁCIA,ESCOLA MUNICIPAL PE. BATISTA QUEIROZ,SERRA NOVA,SERRA NOVA,356
2022,PALMÁCIA,ESCOLA MUNICIPAL PIRES BARROCAS,PILOES,PILÕES,250
2022,PALMÁCIA,SINDICATO DOS TRABALHADORES RURAIS,"RUA MOISES MOREIRA, 693",CENTRO,352
2022,PALMÁCIA,UBS ARATICUM,ARATICUM,ARATICUM,360
2022,PALMÁCIA,UBS JANDAÍRA,JANDAIRA,JANDAÍRA,177
2022,PALMÁCIA,UBS JAPÃO,JAPÃO,JAPÃO,175
2022,PALMÁCIA,UBS PIRACICABA,SÍTIO PIRACICABA,SÍTIO PIRACICABA,158
2022,PALMÁCIA,UBS QUEIMADAS,QUEIMADAS,QUEIMADAS,85
2022,PALMÁCIA,UBS ROCHEDO,SÍTIO ROCHEDO,SÍTIO ROCHEDO,144
2022,PALMÁCIA,UNIDADE SANITÁRIA DE SAÚDE,"RUA ILDEFONSO CAMPOS, S/N",CENTRO,185
2022,PARACURU,CAPELA NOSSA SENHORA DE LOURDES,CUMBI,CUMBI,440
2022,PARACURU,E. E. E. P. PROFESSORA ABIGAIL SAMPAIO - ESCOLA TÉCNICA,AV. JOÃO LOPES MEIRELES,PARACURU BEACH,1551
2022,PARACURU,E. E. M. HERMINIO BARROSO,"CAP JOSE TELES, S/N",CENTRO,2698
2022,PARACURU,E. E. M. T. I. PROFESSORA MARIA LUIZA SABOIA RIBEIRO,AVENIDA ANTONIO SALES,CAMPO DE AVIAÇÃO,2476
2022,PARACURU,E. M. E. F. ANTONIO SALES,"RUA CAP JOSE TELES, S/N",CENTRO,2184
2022,PARACURU,E. M. E. F. PADRE JOAO DA ROCHA,"RUA DES PONTES VIEIRA, 575",CENTRO,3407
2022,PARACURU,E. M. E. F. RIACHO DOCE,RUA JOSÉ LOPES MEIRELES S/N,RIACHO DOCE,1654
2022,PARACURU,E. M. E. I. F.  PEDRO ANTONINO GOMES,AV. GERALDO CIRIACO,SANTA MARTA,1154
2022,PARACURU,E. M. E. I. F. DOMINGOS FRANCISCO DA SILVA,GUAJIRU,GUAJIRU,734
2022,PARACURU,E. M. E. I. F. EZEQUIEL VICENTE DA COSTA,"AV GERALDO CIRIACO, S/N",SAO PEDRO,1139
2022,PARACURU,E. M. E. I. F. FRANCISCO GONCALVES DE MELO,CARNAUBA,CARNAUBA - POVOADO,480
2022,PARACURU,E. M. E. I. F. ISAC DA ROCHA,QUATRO BOCAS,QUATRO BOCAS,1156
2022,PARACURU,E. M. E. I. F. JOAQUIM SOARES DE ALMEIDA,UMARIZEIRAS,UMARIZEIRAS,796
2022,PARACURU,E. M. E. I. F. JOSE FERREIRA DA SILVA,"RUA N. S. DO AMPARO, S/N",CAMPO DE SEMENTE,955
2022,PARACURU,E. M. E. I. F. MANUEL GERALDO LOPES,"RUA PRINCIPAL, S/N",MURITI,455
2022,PARACURU,E. M. E. I. F. MARIA ELISA MAGALHÃES,BOI MORTO,BOI MORTO,625
2022,PARACURU,E. M. E. I. F. MARIA YOLANDA BARROSO,JARDIM DO MEIO,JARDIM DO MEIO,1526
2022,PARACURU,E. M. E. I. F. POMPILIO CIRIACO DE SOUSA,"RUA SANTANA, S/N",LAGOA,699
2022,PARACURU,E. M. E. I. F. PROFESSORA MARIA ALBUQUERQUE LIMA - DINA,"AV. SAO JOAO EVANGELISTA, 385",CAMPO DE AVIAÇÃO,3304
2022,PARACURU,E. M. E. I. F. RUFINO VIEIRA,"RUA RUTH FELIX, S/N",POço DOCE,2195
2022,PARACURU,E.M E.I.F. OSEAS RODRIGUES DE MATOS,MUNGUBA,MUNGUBA,351
2022,PARACURU,U. B. S. LUIZ COSTA SILVEIRA,"RUA RUI LOUREIRO, S/N",VOLTA,1192
2022,PARAIPABA,EEEP FLÁVIO GOMES GRANJEIRO,"RUA MARIA MOREIRA, SN",BOA ESPERANÇA,2130
2022,PARAIPABA,EEM ENGENHEIRO AGEU ROMERO,RUA EVARISTO GOMES 143,CENTRO,2784
2022,PARAIPABA,EMEF ANTONIO PIRES SOBRINHO,ALTO DO CIPÓ,ALTO CIPÓ,497
2022,PARAIPABA,EMEF BETEL,RUA DOMINGOS BARROSO SN,CENTRO,831
2022,PARAIPABA,EMEF FRANCISCO BATISTA DE AZEVEDO,"RUA SÃO SEBASTIÃO, S/N",CAMBOAS,1710
2022,PARAIPABA,EMEF FRANCISCO HENRIQUE DE AZEVEDO,LAGOINHA,LAGOINHA,1674
2022,PARAIPABA,EMEF JOSÉ BARROSO DE OLIVEIRA,"RUA JOÃO NARCISO DE OLIVEIRA, S/N",BOA VISTA-DISTRITO,1082
2022,PARAIPABA,EMEF MARIA MATIAS DOS SANTOS,CORREGO DO MATO,CORREGO DO MATO,182
2022,PARAIPABA,EMEF VICENTE VASCONCELOS DA SILVA,PROJETO IRRIGADO DO CURU - SETOR E,SETOR E,1240
2022,PARAIPABA,EMEIF ALDENOR PEREIRA DOS SANTOS,PROJETO IRRIGADO DO CURU - SETOR D2,SETOR D2,644
2022,PARAIPABA,EMEIF ALTINA LARANJEIRA,RUA ANTONIO TABOSA SN,CENTRO,2252
2022,PARAIPABA,EMEIF COMPLEXO ESCOLAR CENTRO GERENCIAL,CENTRO GERENCIAL,CENTRO GERENCIAL,170
2022,PARAIPABA,EMEIF COMPLEXO ESCOLAR SETOR C1,PROJETO IRRIGADO DO CURU - SETOR C1,SETOR C1,807
2022,PARAIPABA,EMEIF EDMUNDO PEREIRA BARBOSA,PROJETO IRRIGADO DO CURU - SETOR C2,SETOR C2,812
2022,PARAIPABA,EMEIF FRANCISCO CIPRIANO MOREIRA,CAMBURAO,CAMBURÃO,1091
2022,PARAIPABA,EMEIF FRANCISCO FIGUEIREDO DE PAULA PESSOA,RUA ANTONIO TABOSA SN,CENTRO,1231
2022,PARAIPABA,EMEIF JOSÉ BRAGA DE PAIVA,CACIMBAO DOS TABOSAS,CACIMBÃO DOS TABOSAS,977
2022,PARAIPABA,EMEIF JOSÉ TEIXEIRA DA SILVA,PEDRINHAS,PEDRINHAS,381
2022,PARAIPABA,EMEIF LUIZA BARROSO BRAGA,ZABELE,ZABELE,312
2022,PARAIPABA,EMEIF MARGARIDA BARBOSA DE CASTRO,CALUMBI DOS BENTOS,CALUMBI DOS BENTOS,591
2022,PARAIPABA,EMEIF PAULO SILVA DOS SANTOS,SETOR G/H 2A ETAPA,2ª ETAPA - SETOR G/H,1395
2022,PARAIPABA,EMEIF SÃO MIGUEL,SAO MIGUEL,SÃO MIGUEL,232
2022,PARAIPABA,EMEIF SAUL MATIAS DA SILVA,SETOR D1,SETOR D1,662
2022,PARAIPABA,POLO DE ATENDIMENTO - JOSE DE SOUSA PINTO,RUA MARIA CLARICE MOREIRA,BOA ESPERANÇA,571
2022,PARAIPABA,POSTO DE SAÚDE DE BARREIRAS,BARREIRAS,BARREIRAS,430
2022,PARAIPABA,SALÃO COMUNITÁRIO - SETOR B,SETOR B,SETOR B,790
2022,PARAMBU,CEI - CENTRO DE EDUCAÇÃO INFANTIL,RUA JUSCELINO KUBISHEK,CENTRO,709
2022,PARAMBU,CEI - CENTRO DE EDUCAÇÃO INFANTIL - BELEZA,RUA JOÃO DA COSTA CARACAS,BELEZA,698
2022,PARAMBU,CENTRO DE SAÚDE,RUA ANTONIO BENÍCIO PINHEIRO,CENTRO,561
2022,PARAMBU,ESCOL ANTONIO NOGUEIRA DE FRANCA (ANTIG ESC CRISPIM TOMÁZ DE OLIVEIRA),TRAÍRA,RIACHÃO,239
2022,PARAMBU,ESCOLA  JOÃO ALVES DE ARAÚJO,CRUZETINHA MALHADA,SEDE,482
2022,PARAMBU,ESCOLA AMÂNCIO SIQUEIRA ROSA,"RUA DA PAZ, 49",MONTE SION,1354
2022,PARAMBU,ESCOLA ANTÔNIO ALVES DA SILVA,SERRA DAS MOÇAS,MONTE SION,411
2022,PARAMBU,ESCOLA ANTÔNIO DAMIÃO DA SILVA,TAMBORIL,GAVIAO,314
2022,PARAMBU,ESCOLA ANTÔNIO RUFINO,CACHOEIRA DOS RUFINOS,OITICICA,147
2022,PARAMBU,ESCOLA CICERO FERREIRA DOS SANTOS,"RUA ANTONIO BEZERRA, 28",BELEZA,1748
2022,PARAMBU,ESCOLA EUFRÁSIO ALVES FEITOSA,COCOCI,COCOCI,188
2022,PARAMBU,ESCOLA EVA BATISTA DE ALMEIDA (ANTIGA ESCOLA ANTONIO BATISTA),SERRA DO MEIO,MONTE SION,1100
2022,PARAMBU,ESCOLA FRANCISCA CARVALHO NORONHA,"RUA SÃO FRANCISCO, S/N",VILA NOVA,1352
2022,PARAMBU,ESCOLA FRANCISCA EVELEIDE DE SOUSA,VILA ISABEL,COCOCI,896
2022,PARAMBU,ESCOLA FRANCISCO ALVES TEIXEIRA,"RUA PEDRO ALVES DA COSTA, 38 - CENTRO",CENTRO,2559
2022,PARAMBU,ESCOLA FRANCISCO BEZERRA,ÁGUAS BELAS,NOVO ASSIS,66
2022,PARAMBU,ESCOLA FRANCISCO FÉLIX,SITIO CATOLÉ,OITICICA,312
2022,PARAMBU,ESCOLA FRANCISCO MOTA DA SILVA (ANT ESC JOSÉ MANOEL DE SOUSA),CARRAPICHO,RIACHÃO,263
2022,PARAMBU,ESCOLA FRANCISCO TOMÁZ GOMES,ASSUNÇÃO,RIACHÃO,66
2022,PARAMBU,ESCOLA GABRIEL ADERALDO DO NASCIMENTO,JANUÁRIO,OITICICA,134
2022,PARAMBU,ESCOLA INACIO JORGE DA SILVA (ANTIGA ESCOLA SANTO ANTÔNIO),CACHOEIRA DO PUIÚ,OITICICA,174
2022,PARAMBU,ESCOLA JOAO DE SOUSA LEMOS,AVENIDA LUIS GONZAGA FREIRE - BRASÍLIA,BRASILIA,1419
2022,PARAMBU,ESCOLA JOÃO FRANCISCO DA SILVA,GAVIÃO,GAVIAO,458
2022,PARAMBU,ESCOLA JOÃO GONÇALVES DOS SANTOS (ANT. POSTO DE SAÚDE DE SÃO LOURENÇO),SÃO LOURENÇO,MIRANDA,265
2022,PARAMBU,ESCOLA JOÃO NECO SOBRINHO,GITIRANA,SEDE,226
2022,PARAMBU,ESCOLA JOÃO NECO SOBRINHO (ANTIGA ESCOLA FRANCISCO RODRIGUES DA SILVA),GITIRANA,SEDE,280
2022,PARAMBU,ESCOLA JOAQUIM FILOMENO NORONHA,RIACHÃO,RIACHÃO,402
2022,PARAMBU,ESCOLA JOAQUIM GOMES DE MORAIS,SERROTE QUEIMADO,JUAZEIRO,308
2022,PARAMBU,ESCOLA JOSÉ ALEXANDRE DE NORONHA,RUA ANTÔNIO WILLAME TOMAZ NORONHA,NOVO ASSIS,292
2022,PARAMBU,ESCOLA JOSÉ ALEXANDRE DE NORONHA (ANTIGO POSTO DE SAÚDE DE NOVO ASSIS),NOVO ASSIS,NOVO ASSIS,162
2022,PARAMBU,ESCOLA JOSÉ CARVALHO PINHEIRO,"RUA ANTONIO BENÍCIO PINHEIRO, 35",CENTRO,1213
2022,PARAMBU,ESCOLA JOSÉ COTA NETO,MEREJOS,SEDE,183
2022,PARAMBU,ESCOLA JOSÉ DANIEL DOS SANTOS,SÍTIO FLORESTA,ESPERANÇA,228
2022,PARAMBU,ESCOLA JOSÉ FIRMINO LÔ,FACUNDO,SEDE,762
2022,PARAMBU,ESCOLA JOSÉ HOZANA FILHO,TRÊS IRMÃOS,SEDE,149
